customer_id,customer_name,county,city,loyalty_tier,channel_preference,customer_type,signup_date
987,Anna Reilly,Kildare,Newbridge,Bronze,Online,Retail Customer,2024-07-07
988,Conor Reilly,Dublin,Swords,Silver,Store,Retail Customer,2024-05-30
989,Chloe Dunne,Meath,Trim,Silver,Mixed,Retail Customer,2025-05-09
990,Daniel McCarthy,Waterford,Waterford,Gold,Mixed,Retail Customer,2023-09-07
991,James Quinn,Clare,Ennis,Bronze,Store,Retail Customer,2024-07-20
992,Chloe Nolan,Meath,Navan,Bronze,Online,Retail Customer,2024-02-21
993,Jack Fitzgerald,Dublin,Dublin,Silver,Online,Distributor,2021-06-05
994,Rían Doyle,Dublin,Dublin,Silver,Online,Retail Customer,2021-10-09
995,Mia Byrne,Kilkenny,Kilkenny,Silver,Online,Retail Customer,2021-10-03
996,Rían O'Brien,Wicklow,Wicklow,Gold,Online,Retail Customer,2020-04-27
997,Grace Byrne,Dublin,Swords,Silver,Online,Retail Customer,2020-04-14
998,Sarah Quinn,Meath,Trim,Silver,Mixed,Retail Customer,2023-12-04
999,Emily Smith,Waterford,Waterford,Platinum,Mixed,Retail Customer,2020-06-30
1000,Aoife Healy,Wicklow,Wicklow,Gold,Store,Retail Customer,2020-10-05
